Country,Manufacturing Site,Brand,Item Description,Product Group,Sub Classification,Molecule/Test Type,Dosage Form,Dosage,Managed By,Fulfill Via,Shipment Mode,Line Item Quantity,Pack_Price,First Line Designation,Weight,Freight_Cost,Freight_cost_special,Line Item Insurance (USD),item_value,Shipment_Price
1083,366,7285,1,8550,1955,633,3532,2,10265,0,6327,8.968396191,1.937301775,1,6.8134446,8.703096659,6198,4.072098953,1.938359971,52707.21
688,869,7285,1,8550,6595,453,3532,1195,10265,0,6327,6.64898455,2.583997552,1,4.919980926,6.522033973,6198,2.540025949,2.585140232,10135.39
155,405,373,369,1728,1567,5,1575,725,10265,0,6327,5.82008293,3.496507561,1,4.624972813,7.264821147,6198,2.48906466,3.497503638,12191.18
631,481,799,577,1728,1567,577,1575,725,10265,0,6327,7.513709248,4.394449155,1,6.721425701,9.06892311,6198,5.205598826,4.395670106,155421.56
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,388,11.93515591,1.214912744,1,8.948845729,9.339017627,6198,6.659819423,1.216427831,373659.59
1406,3172,7285,1,8550,6595,5,2749,2,10265,0,2936,2.564949357,3.196221134,1,8.138985591,9.31508183,1442,0.254642218,3.197107266,11384.77
688,869,7285,1,8550,6595,5,2749,2,10265,0,6327,9.891465577,1.757857918,1,8.293799609,9.470788957,6198,5.325397371,1.759640584,108026.61
80,2,5,1,1728,1567,5,1575,526,10265,0,6327,1.791759469,5.993961427,1,2.564949357,7.51859093,6198,1.335001067,5.995356962,3843.77
80,869,7285,1,8550,6595,5,2749,2,10265,0,6327,8.2204031,1.885553349,1,5.955837369,8.086287191,6198,3.236322738,1.886551141,24039.89
1406,869,7285,597,8550,6595,689,2749,725,10265,0,2936,3.850147602,3.526066364,0,8.138985591,9.31508183,1442,1.057790294,3.527204158,12622.55
683,2,165,1,8550,1955,633,727,2,10265,0,6327,7.726212651,3.460095023,1,7.731053144,9.5392901,6198,4.287578583,3.461090171,83803.99
655,2,165,1,8550,1955,633,727,2,10265,0,6327,4.615120517,3.460095023,1,5.105945474,7.791659173,6198,1.570697084,3.461291667,5505.14
631,345,799,1,1728,1567,5,1575,935,10265,0,6327,8.910990495,4.365643155,1,7.648739789,9.673631523,6198,6.857787422,4.367270872,592754.62
1194,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.514790307,4.49980967,1,7.612336837,10.31754795,6198,6.125274026,4.50082573,474557.24
80,345,799,577,1728,1567,577,1575,2,10265,0,6327,5.937536205,4.49980967,1,5.198497031,8.418667046,6198,4.034417614,4.501440028,38227.37
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,1.386294361,2.722610352,0,8.138985591,9.31508183,1442,0.039220713,2.723267167,11145.92
688,665,7285,1,8550,6595,5,2749,2,10265,0,6327,9.899529731,1.908059925,1,7.568895663,8.578393647,6198,5.511491387,1.909894369,119901.88
1406,2,165,1,8550,1955,633,727,2,10265,0,2936,1.098612289,3.196630216,1,8.138985591,9.31508183,1442,0.058268908,3.197856458,11150.19
1406,3172,7285,1,8550,1955,5,727,2,10265,0,2936,6.216606101,1.283707772,1,8.138985591,9.31508183,1442,1.266947603,1.284305931,12409.31
80,2,7285,597,8550,6595,689,2749,725,10265,0,6327,10.19106962,2.029463172,1,8.350902452,10.19109362,6198,5.204995209,2.030355702,203087.25
1406,869,7285,755,8550,6595,1125,3532,935,10265,0,2936,4.9698133,2.87525812,0,8.138985591,9.31508183,1442,1.376244025,2.876204272,13498.02
1406,665,7285,1,8550,6595,5,3532,1195,10265,0,6327,10.77113411,2.17702187,1,8.084562415,7.540217836,6198,6.689537078,2.178931592,375111.69
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,10.3822341,1.710187816,1,8.856233556,9.339017627,6198,5.756596279,1.711952393,157915.9
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,4.927253685,4.394449155,0,8.138985591,9.31508183,2445,2.63188884,4.395610956,22076.13
1406,665,7285,1,8550,6595,5,3532,1195,10265,0,6327,10.2032958,2.17702187,1,7.519149958,8.575279064,6198,6.122646307,2.178931617,216822.72
1406,3172,7285,1,8550,1955,592,727,672,10265,0,2936,3.401197382,2.18492705,1,8.138985591,9.31508183,1442,0.246860078,2.185973784,11332.31
1406,3172,7285,1,8550,1955,1125,729,2,10265,0,2936,3.688879454,1.388791241,1,8.138985591,9.31508183,1442,0.113328685,1.388599395,11220.59
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,2936,5.332718793,3.099641737,1,8.138985591,9.31508183,1442,1.85629799,3.100905393,15474.15
1406,3172,7285,1,8550,1955,1125,729,1108,10265,0,388,10.1266711,2.215937286,1,8.105911198,8.453315785,6198,5.823075481,2.217406261,209276.61
80,405,373,369,1728,1567,5,1575,526,10265,0,6327,4.077537444,3.496507561,1,2.995732274,6.389418181,6198,1.401182974,3.498105031,2453.57
1406,3172,7285,597,8550,6595,689,2749,725,10265,0,2936,2.995732274,3.111290614,1,8.138985591,9.31508183,1442,0.350656872,3.112298195,11511.21
688,1415,7285,623,8550,6595,877,3532,1108,10265,0,6327,10.1266711,1.280933845,1,8.038834758,9.452977483,6198,4.684443367,1.282124803,77852.31
688,869,7285,597,8550,6595,689,2749,725,10265,0,6327,9.605283653,2.089391873,1,7.218909708,7.761987612,6198,4.999372102,2.09061957,107577.25
80,2,115,1,1728,1567,5,1575,725,10265,0,6327,6.02827852,3.353406718,1,3.828641396,6.625856451,6198,2.545531272,3.354398591,12191.5
631,481,799,1,1728,1567,5,1575,935,10265,0,6327,4.406719247,4.292512127,1,2.833213344,8.877423832,6198,2.218115936,4.293893417,6319.6
538,540,7285,1,8550,1955,1125,3532,1108,10265,0,6327,9.558529412,2.332143895,1,6.785587645,9.021807163,6198,4.915665057,2.333071635,140141.34
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,3.433987204,5.860786223,1,4.356708827,7.496363828,6198,2.467251715,5.86181039,12311.27
655,3172,7285,1,8550,1955,877,214,672,10265,0,388,7.167037877,0.920282753,1,6.285998095,7.546572982,6198,1.101940079,0.920900938,3850.7
688,3172,7285,755,8550,6595,1125,3532,935,10265,0,6327,8.174421153,1.619388243,0,8.138985591,9.31508183,2445,3.20720802,1.620710663,25496.34
655,665,7285,580,8550,6595,707,2749,694,10265,0,388,9.70722933,2.208274414,1,8.138985591,9.31508183,239,4.926166137,2.209189022,144363.58
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,2.890371758,3.496507561,0,8.138985591,9.31508183,2445,0.444685821,3.497505281,11647.79
655,3172,7285,1,8550,1955,877,214,672,10265,0,6327,7.627057417,0.920282753,1,6.812345094,8.770269844,6198,1.574846468,0.921026091,9541.26
683,366,250,1,8550,6595,633,3532,473,10265,0,6327,9.210440367,3.63521493,1,7.738488122,7.004155773,6198,6.680578606,3.637311859,370995.98
80,2,5,1,1728,1567,5,1575,935,10265,0,6327,5.170483995,3.238678452,1,4.836281907,7.295076783,6198,1.947337701,3.240024325,5765.54
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,5.170483995,3.238678452,1,4.859812404,7.368396467,6198,1.947337701,3.240024325,5877.6
688,366,250,1,8550,6595,633,3532,473,10265,0,6327,8.361941906,4.421247348,1,6.96979067,9.320848118,6198,6.537502863,4.423181919,363673.01
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,388,11.07084824,2.034705648,1,8.699514748,9.534637362,6198,6.559884323,2.036138931,441923.62
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,1.609437912,2.486571929,1,8.138985591,9.31508183,1442,0.048790164,2.48740353,11147.35
80,540,7285,1,8550,1955,1125,3532,1108,10265,0,6327,9.618601567,2.332143895,1,6.856461985,8.449935243,6198,4.97535348,2.333071672,144698.87
80,3172,7285,580,8550,6595,707,2749,694,10265,0,6327,10.27000391,2.219203484,1,8.192293731,9.812309324,6198,5.498069458,2.220119328,255093.92
688,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,8.787220329,2.714694744,1,7.097548851,8.103950919,6198,5.032788099,2.716234262,95799.77
80,405,373,369,1728,1567,5,1575,935,10265,0,6327,3.931825633,3.496507561,1,2.890371758,7.020003023,6198,1.492904096,3.498596288,2721.24
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,7.090909822,4.394449155,1,6.359573869,9.581545933,6198,4.909635626,4.395832868,110628.4
688,869,7285,1,8550,6595,453,3532,1195,10265,0,6327,7.270312886,2.521720623,1,7.9490915,8.919346154,6198,3.060583246,2.522857675,23936.74
688,1415,7285,580,8550,6595,707,2749,694,10265,0,6327,9.105090961,2.208274414,1,8.138985591,9.31508183,239,4.463606622,2.209321484,84089.03
655,869,7285,1,8550,6595,5,2749,2,10265,0,388,10.89842309,2.442347035,1,8.873608102,8.986391496,6198,6.556138947,2.443475836,576640.11
80,2,5,1,8550,6595,5,121,2,10265,0,6327,6.908754779,3.205587931,1,5.81711116,6.790097236,6198,3.858411236,3.207466586,24604.39
538,2,7285,301,8550,6595,5,2749,350,10265,0,673,10.49005125,1.731655545,1,8.166500319,10.04391666,6198,5.152539867,1.73250123,190376.97
80,2,5,1,8550,1955,5,146,2,10265,0,6327,5.087596335,4.338858139,1,8.138985591,9.31508183,1442,3.048798994,4.340485405,23298.14
1406,3172,7285,317,8550,6595,529,3532,1195,57,0,2936,5.379897354,3.277899165,0,8.138985591,9.31508183,1442,2.056684555,3.279099495,16622.43
1083,366,7285,1,8550,1955,633,3532,2,10265,0,6327,8.43402895,1.937301775,1,6.284134161,8.686991661,6198,3.549617387,1.938359979,33282.13
655,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.294299609,4.615120517,1,7.393263095,9.740727417,6198,6.20617262,4.61634452,417489.7
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,3.931825633,3.496507561,1,2.890371758,6.427765958,6198,1.291983682,3.498106283,2220.43
80,2,165,1,8550,1955,633,727,2,10265,0,6327,3.433987204,3.460095023,1,4.043051268,8.877423832,6198,0.760805829,3.461288528,1386.64
80,2,7285,1,8550,1955,5,729,526,10265,0,6327,6.056784013,3.299164656,1,3.828641396,6.921845543,6198,3.217274544,3.301238699,12151.49
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,5.82008293,4.394449155,1,4.941642423,7.712425945,6198,3.354455119,4.395463851,29142.59
1406,2,5,1,8550,1955,5,729,526,10265,0,2936,2.302585093,2.827313622,1,8.138985591,9.31508183,1442,0.139761942,2.828299329,11246.48
80,3172,7285,1,8550,1955,529,729,2,10265,0,6327,5.153291594,1.722766598,1,3.526360525,6.784242107,6198,0.683096845,1.723783522,1674.99
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,6327,10.41448316,1.261297871,1,7.491087594,7.491321941,6198,5.208666145,1.262841929,86318.41
631,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.062747901,4.394449155,1,7.160845907,9.128045129,6198,5.568153646,4.395463958,263309.95
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,3.258096538,3.496507561,1,5.075173815,7.781731236,6198,0.688134639,3.497706842,3196.41
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,6.11146734,3.496507561,0,8.138985591,9.31508183,2445,2.934388643,3.497706169,25521.04
655,366,250,1,8550,6595,633,3532,473,10265,0,6327,9.652523063,2.968874819,1,8.251924714,9.704250939,6198,5.691844837,2.969849544,304074.76
80,665,7285,1,8550,1955,453,727,2,10265,0,6327,8.419580363,2.251291799,1,7.397561536,9.481707832,6198,4.007878491,2.252545395,51709.6
688,366,136,1,8550,6595,5,3532,2,10265,0,6327,5.924255797,3.188828904,1,4.025351691,8.877423832,6198,2.462149663,3.19001397,8704.43
1406,3172,7285,317,8550,6595,529,3532,1195,10265,0,2936,2.48490665,2.946016681,0,8.138985591,9.31508183,1442,0.182321557,2.947067102,11301.78
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,4.262679877,4.49980967,1,8.138985591,9.31508183,239,2.119863456,4.500972486,17340.56
1083,481,799,577,1728,1567,577,1575,1195,10265,0,6327,8.389587067,4.394449155,1,6.941190055,10.11575497,6198,6.078605082,4.395670126,377163.99
1406,2,5,1,8550,1955,529,729,2,10265,0,2936,3.713572067,2.76000994,0,8.138985591,9.31508183,1442,0.770108222,2.761796318,11696.36
1406,3172,7285,1,8550,1955,453,727,2,10265,0,2936,2.833213344,3.1755507,0,8.138985591,9.31508183,1442,0.322083499,3.176672669,11470.7
631,345,799,1,1728,1567,5,1575,2,10265,0,6327,9.375939553,4.365643155,1,7.892078421,8.511245539,6198,7.322391537,4.367270865,923342.17
80,405,373,369,1728,1567,5,1575,694,10265,0,6327,2.302585093,3.496507561,0,8.138985591,9.31508183,2445,0.262364264,3.497517153,11391.53
80,1415,7285,1,8550,6595,5,3532,2,10265,0,6327,8.551787836,3.157000421,1,6.65415252,8.327866355,6198,4.976940618,3.158184056,120718.11
1083,2,5,1,8550,1955,5,146,2,10265,0,6327,8.353732642,2.351375257,1,6.726233402,7.034828362,6198,4.476768471,2.353324111,41548.95
80,345,799,577,1728,1567,577,1575,1108,10265,0,6327,7.313886832,4.394449155,1,6.572282543,9.535172987,6198,5.293304825,4.396077458,134034.99
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,4.262679877,3.496507561,1,6.232448017,8.273686206,6198,1.291983682,3.497649766,6161.01
1406,2,5,1,8550,6595,5,3532,1195,10265,0,2936,6.685860947,3.322875415,1,8.138985591,9.31508183,1442,3.759570882,3.324807128,32538.14
655,366,250,1,8550,6595,633,3532,473,10265,0,6327,6.472346295,3.011605623,1,5.117993812,6.604092865,6198,2.79971739,3.012781158,13233.27
631,2,5,1,8550,6595,5,2749,2,10265,0,6327,1.609437912,4.002046508,1,5.049856007,9.31508183,1442,0.350656872,4.003963879,11318.49
80,481,799,1,1728,161,5,161,1108,10265,0,6327,1.386294361,2.197224577,1,1.098612289,6.982073943,6198,0.039220713,2.198704963,1100.19
80,665,7285,1,8550,1955,5,239,2,10265,0,6327,4.510859507,1.667706821,1,2.302585093,6.296888301,6198,0.604315967,1.66944535,929.71
1406,3172,7285,1,8550,6595,5,2749,2,10265,0,2936,2.48490665,3.440738556,0,8.138985591,9.31508183,1442,0.292669614,3.441757524,11435.89
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,4.477336814,4.564348191,1,3.713572067,7.196237032,6198,2.532902848,4.565734921,9609.99
538,2,165,1,8550,1955,633,727,2,10265,0,6327,7.613818685,3.460095023,1,7.551186867,9.727838088,6198,4.176845784,3.461090252,79251.9
80,481,799,577,1728,1567,577,1575,350,10265,0,6327,8.019612794,0,1,7.137278437,9.968909121,6198,0,0,21351.18
688,869,7285,317,8550,6595,529,3532,1195,10265,0,6327,6.987490247,1.909542505,1,7.709308333,8.179222232,6198,2.163323026,1.910596239,9794.28
1194,345,799,577,1728,1567,577,1575,1195,10265,0,6327,7.858254182,4.49980967,1,7.116394144,10.24473267,6198,5.942142992,4.50143999,258666.71
1083,2,113,1,1728,1567,5,1575,694,10265,0,6327,7.244941546,3.068052935,1,6.08221891,8.687086166,6198,3.417726684,3.069032522,34654.39
1194,481,799,577,1728,1567,577,1575,1108,10265,0,6327,8.637816634,4.49980967,1,7.737616283,10.21694226,6198,6.383185637,4.500972922,529912.68
688,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,8.603737793,2.714694744,1,7.424165281,8.132262796,6198,4.850623024,2.716234317,80387.41
1406,3172,7285,597,8550,6595,689,2749,725,10265,0,2936,2.833213344,3.471655845,0,8.138985591,9.31508183,1442,0.412109651,3.472703758,11602.81
80,481,799,577,1728,1567,577,1575,694,10265,0,6327,7.198931241,4.394449155,1,6.461468176,9.3945909,6198,5.017014901,4.395832907,119132.13
1083,366,250,1,8550,6595,633,3532,473,10265,0,6327,8.89850221,3.615232914,1,7.516977225,9.515127318,6198,6.081625127,3.616837222,278690.3
631,481,799,1,1728,161,5,161,1195,10265,0,6327,4.110873864,1.791759469,1,8.138985591,9.31508183,239,0.300104592,1.792731219,11403.58
688,3172,7285,1,8550,1955,592,727,672,10265,0,6327,4.919980926,1.047318994,1,5.159055299,6.985077366,6198,0.270027137,1.048118468,1331.3
1406,2,5,1,8550,1955,453,727,2,10265,0,388,9.903537551,2.33020026,1,8.944419791,9.742328287,6198,5.727629201,2.331688646,202928.37
1406,540,7285,378,8550,6595,592,3532,526,10265,0,388,12.0359484,1.244154594,1,9.009936308,9.411382271,6198,6.801772347,1.245688092,429840.37
1406,3172,7285,1,8550,6595,453,3532,1195,10265,0,2936,4.418840608,3.999301014,0,8.138985591,9.31508183,1442,1.70837786,4.000366625,15499.92
683,2,165,1,8550,1955,633,727,2,10265,0,6327,7.313886832,3.460095023,1,7.22620901,9.24629904,6198,4.063713519,3.461292504,56652.32
1406,2,165,1,8550,1955,633,727,2,10265,0,2936,3.931825633,3.731699451,1,8.138985591,9.31508183,1442,1.684545385,3.733699844,13144.91
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,7.844632644,3.496507561,1,6.786716951,9.310932035,6198,5.081404365,3.498406379,92849.25
80,405,373,369,1728,1567,5,1575,935,10265,0,6327,5.993961427,3.496507561,1,4.890349128,7.434670764,6198,2.941803932,3.497866486,14510.65
688,869,7285,755,8550,6595,1125,3532,935,10265,0,6327,7.830822995,1.444563269,0,8.138985591,9.31508183,2445,2.405141681,1.445507719,19265.15
688,366,250,1,8550,6595,633,3532,473,10265,0,6327,8.61812391,4.421247348,1,7.207118856,9.275293495,6198,6.888613233,4.42337516,466216.13
1406,3172,7285,1,8550,1955,1125,729,2,10265,0,388,7.717796211,1.235471471,1,8.138985591,9.31508183,1442,2.307572635,1.236641598,16594.96
688,869,7285,1,8550,6595,453,3532,1195,10265,0,6327,7.550135342,2.501435952,1,7.765144903,8.213319404,6198,3.130263167,2.502379424,24990.65
779,3172,7285,1,8550,1955,877,214,672,10265,0,6327,9.333530983,0.832909123,1,7.80588204,9.296437331,6198,2.95438931,0.833608144,25619.31
1406,3172,7285,597,8550,6595,689,2749,725,10265,0,2936,3.17805383,3.17805383,0,8.138985591,9.31508183,1442,0.431782416,3.178904917,11632.7
1406,3172,7285,623,8550,6595,877,3532,1108,10265,0,2936,3.17805383,2.690564887,0,8.138985591,9.31508183,1442,0.277631737,2.691331509,11419.51
1406,665,7285,1,8550,1955,592,727,672,10265,0,388,10.91510665,1.124929597,1,9.924270092,9.756618464,6198,5.512016459,1.126384559,131913.79
688,3172,7285,597,8550,6595,689,2749,725,10265,0,6327,9.903537551,2.224623552,1,7.576609767,9.479198888,6198,5.877007225,2.226544624,178439.44
655,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.74878099,4.615120517,1,7.846980982,9.96446176,6198,6.610359514,4.616285192,652198.18
688,1415,7285,597,8550,6595,689,2749,725,10265,0,6327,9.903537551,2.013568798,1,7.453561872,8.093810518,6198,4.901043617,2.014459122,133206.57
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,0.693147181,4.49980967,1,6.893656355,9.308828225,6198,0.113328685,4.501142116,11123.13
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,2936,5.318119994,2.316487998,1,8.138985591,9.31508183,1442,1.068153081,2.317687228,12961.12
1406,2,5,1,8550,1955,592,727,672,10265,0,2936,6.908754779,2.037316615,1,8.138985591,9.31508183,1442,2.644044871,2.038929395,17785.61
80,665,7285,1,8550,1955,5,239,2,10265,0,6327,6.535241271,1.223775432,1,3.988984047,6.350065136,6198,1.444563269,1.225159562,2225.97
1406,2,5,1,8550,6595,5,729,1108,10265,0,2936,3.433987204,4.298645026,1,8.138985591,9.31508183,1442,1.17557333,4.299622808,13283.39
1194,481,799,577,1728,1567,577,1575,935,10265,0,6327,8.053569169,4.49980967,1,7.152268856,9.660331965,6198,5.665214882,4.500825729,295785.64
779,366,250,1,8550,6595,633,3532,473,10265,0,6327,4.110873864,3.615232914,1,3.610917913,6.703237192,6198,1.658228077,3.617137271,2987.89
631,481,799,577,1728,1567,577,1575,2,10265,0,6327,7.98616486,4.394449155,1,7.193685818,9.53263327,6198,5.676205707,4.395670123,249212.73
80,481,799,1,1728,161,5,161,1195,10265,0,6327,5.081404365,1.791759469,1,5.010635294,7.642773504,6198,0.598836501,1.792613271,2885.34
688,869,7285,597,8550,6595,689,2749,725,10265,0,6327,9.226115291,2.089391873,1,6.848005275,7.567950457,6198,4.623304756,2.090619605,73953.64
80,3172,7285,1,8550,1955,5,131,1108,10265,0,6327,6.311734809,2.48490665,0,8.138985591,9.31508183,2445,1.976854953,2.48584863,17159.45
80,869,7285,755,8550,6595,1125,3532,935,10265,0,6327,9.9218676,1.519513205,1,7.468513271,9.4914358,6198,4.634243433,1.520607772,86067.65
80,405,373,369,1728,1567,5,1575,694,10265,0,6327,5.017279837,3.496507561,1,4.077537444,6.466222482,6198,2.045108863,3.497866234,5448.78
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,8.002694162,3.238678452,1,7.59739632,10.17608162,6198,4.516994495,3.239866291,99562.9
779,2,5,1,8550,6595,5,3532,2,10265,0,6327,5.017279837,4.33073334,1,3.912023005,8.877423832,6198,2.819591576,4.332115718,11740.77
688,869,7285,1,8550,6595,5,2749,2,10265,0,6327,9.757362911,2.442347035,1,7.784057003,8.216806759,6198,5.233885506,2.443285202,185328.18
1194,2,5,1,8550,6595,5,3532,2,10265,0,6327,6.216606101,4.567883601,1,4.430816799,6.748782994,6198,4.547858819,4.569776763,48613.3
1406,2,94,1,8550,6595,5,2749,2,10265,0,2936,6.293419279,3.88711537,0,8.138985591,9.31508183,1442,4.03636228,3.889268671,36955.8
683,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,12.61154109,1.908059925,1,10.09551188,11.69086318,6198,7.66439825,1.909112837,1843604.2
683,481,799,577,1728,1567,577,1575,694,10265,0,6327,8.699681401,4.394449155,1,7.799753318,10.3380667,6198,6.203425809,4.395463948,511378.7
688,1415,7285,1,8550,6595,453,3532,1195,10265,0,6327,5.805134969,2.621038824,1,7.990238186,8.883507131,6198,1.93441577,2.62233872,11437.21
688,1415,7285,1,8550,6595,5,3532,1195,10265,0,6327,10.33218079,1.702928256,0,8.138985591,9.31508183,2445,5.269300417,1.704074219,149157.47
688,1415,7285,1,8550,1955,707,239,2,10265,0,6327,7.172424577,1.638996715,1,8.431199478,9.328437136,6198,2.149433913,1.640126525,16663.41
655,1415,7285,580,8550,6595,707,2749,694,10265,0,388,10.43649532,2.33698652,1,8.461046031,8.883100783,6198,6.104212707,2.338252247,326302.85
1406,869,7285,1,8550,6595,5,3532,1195,10265,0,2936,6.442540166,3.08282698,1,8.138985591,9.31508183,1442,2.841414913,3.083778933,24170.4
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,2936,3.761200116,2.57184858,1,8.138985591,9.31508183,1442,0.418710335,2.573066507,11611.68
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,11.57674498,1.706564623,1,9.111845125,9.140379175,6198,6.677310136,1.707914253,490832.87
80,3172,7285,1,8550,1955,5,131,2,10265,0,6327,5.147494477,2.251291799,1,4.406719247,7.931622469,6198,1.029619417,2.252399218,4238.24
1083,345,799,1,1728,1567,5,1575,2,10265,0,6327,8.006700845,4.365643155,1,6.523562306,9.347007094,6198,6.221702871,4.367769483,245066.02
688,869,7285,1,8550,6595,5,3532,1195,10265,0,6327,9.758519582,1.423108334,1,7.186144305,7.912756277,6198,4.1765388,1.424001312,57290.05
80,2,7285,1,8550,1955,5,729,1108,10265,0,6327,7.252762418,3.526360525,1,4.983606622,7.576476561,6198,3.889163711,3.527357859,48561.61
779,481,799,577,1728,1567,577,1575,1108,10265,0,6327,8.491465043,4.394449155,1,7.590346946,9.73372184,6198,6.130682863,4.395610955,407095
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,4.615120517,4.394449155,0,8.138985591,9.31508183,2445,2.343727036,4.395611442,19112.65
80,366,7285,1,8550,1955,633,3532,2,10265,0,6327,6.107022888,1.937301775,1,4.158883083,7.184492676,6198,1.319085611,1.938182665,3981.68
80,481,799,577,1728,1567,577,1575,935,10265,0,6327,7.824445931,4.394449155,1,6.944087208,9.774549025,6198,5.51504035,4.395670137,217826.96
1406,1415,7285,1,8550,6595,5,3532,1195,10265,0,2936,4.804021045,2.69597762,0,8.138985591,9.31508183,1442,1.00063188,2.696713455,12776.77
631,2,5,1,8550,6595,5,3532,935,10265,0,6327,5.624017506,4.007333185,1,8.138985591,9.31508183,1442,2.79239135,4.008341899,26022.55
1194,366,250,1,8550,6595,633,3532,473,10265,0,6327,6.216606101,3.615232914,1,4.875197323,7.377896399,6198,3.595667072,3.617138524,19714.66
779,3172,7285,1,8550,1955,877,214,672,10265,0,6327,7.315883505,0.832909123,1,8.138985591,9.31508183,239,1.229640551,0.833608927,13059.55
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,11.42707342,1.660131027,1,8.96162257,8.894707284,6198,6.470907857,1.661466456,398886.06
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,2936,5.036952602,2.507157259,0,8.138985591,9.31508183,1442,1.01884732,2.508014501,12829.15
538,2,165,1,8550,1955,633,727,2,10265,0,6327,6.988413182,3.615232914,1,6.949856455,9.79331548,6198,4.447697327,3.617328654,57158.31
688,3172,7285,1,8550,1955,877,214,672,10265,0,6327,6.336825731,1.08180517,1,8.689464412,9.284663678,6198,0.932164081,1.082730334,11871.89
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,2.079441542,2.722610352,0,8.138985591,9.31508183,1442,0.09531018,2.723454749,11202.86
80,2,7285,301,8550,6595,5,2749,350,10265,0,388,11.79056478,1.848454813,1,9.46397433,11.54018055,6198,6.898805348,1.849635326,809952.08
779,2,5,1,8550,6595,5,3532,2,10265,0,6327,7.170119543,4.034240638,1,4.927253685,8.877423832,6198,4.318953706,4.035249891,72478.56
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,2936,4.787491743,2.085672091,0,8.138985591,9.31508183,1442,0.620576488,2.086778009,11943.24
80,665,7285,597,8550,6595,689,2749,725,10265,0,6327,4.094344562,2.026831591,1,3.17805383,6.973561746,6198,0.392042088,2.027902901,1456.31
688,2,136,1,8550,6595,5,729,2,10265,0,6327,2.564949357,5.335179531,1,3.951243719,8.304858513,6198,1.846878768,5.33732171,6525.93
80,2,113,1,1728,1567,5,1575,2,10265,0,6327,7.327123292,3.044522438,1,6.230481448,8.373341297,6198,3.934957977,3.046092633,34779.24
655,3172,7285,1,8550,6595,633,3532,473,10265,0,6327,8.564267599,3.433987204,0,8.138985591,9.31508183,2445,5.399925852,3.435343032,168523.62
1406,3172,7285,1,8550,1955,592,727,672,10265,0,2936,3.784189634,2.18492705,0,8.138985591,9.31508183,1442,0.350656872,2.185999015,11442.91
1406,1415,7285,1,8550,6595,5,3532,1195,10265,0,2936,4.912654886,2.695302628,0,8.138985591,9.31508183,1442,1.071583616,2.696587221,12970.15
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,1.609437912,3.02916705,1,8.138985591,9.31508183,1442,0.076961041,3.029892125,11182.01
688,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,10.20813736,2.524928324,1,7.952966791,9.184126778,6198,5.957105994,2.526065642,321757.54
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,8.332548939,3.238678452,1,7.92732436,10.50517164,6198,4.66032103,3.239665623,138429.47
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,2936,0.693147181,3.161246712,1,8.138985591,9.31508183,1442,0.029558802,3.162517091,11125.86
655,366,7285,1,8550,1955,633,3532,2,10265,0,6327,6.255750042,1.937301775,1,4.189654742,6.795146335,6198,1.430311247,1.938182566,3984.48
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,3.17805383,3.122805356,0,8.138985591,9.31508183,1442,0.482426149,3.1238004,11603.08
